CountyName	PrecinctName	Amend #2 Yes	Amend #2 No	Amend #3 Yes	Amend #3 No	Amend #6 Yes	Amend #6 No	Amend #7 Yes	Amend #7 No	Prop B Yes	Prop B No
ST CHARLES	61	337	330	300	363	437	195	574	70	545	112
ST CHARLES	62	239	206	186	259	268	154	364	58	368	74
ST CHARLES	63	339	342	341	341	433	212	581	76	524	154
ST CHARLES	70	365	356	303	425	445	240	586	100	560	155
ST CHARLES	71	418	344	431	326	474	241	659	68	585	163
ST CHARLES	72	313	256	275	292	366	157	489	54	442	114
ST CHARLES	80	587	525	606	502	727	333	963	118	828	277
ST CHARLES	81	405	412	382	433	492	283	678	101	587	223
ST CHARLES	82	373	335	362	341	442	214	595	75	535	149
ST CHARLES	83	410	474	486	397	588	249	748	103	612	253
ST CHARLES	84	438	404	372	471	539	264	708	96	681	147
ST CHARLES	85	530	503	548	483	678	293	870	117	781	234
ST CHARLES	86	442	468	471	431	574	272	769	92	688	203
ST CHARLES	87	518	472	592	401	648	298	840	109	709	269
ST CHARLES	88	282	287	301	269	371	174	491	50	441	125
ST CHARLES	89	514	434	491	453	574	309	799	100	738	191
ST CHARLES	90	293	239	251	280	338	170	445	70	403	126
ST CHARLES	91	424	450	453	425	560	271	741	104	649	218
ST CHARLES	100	352	293	366	279	397	204	531	70	491	136
ST CHARLES	101	389	395	380	404	493	258	640	112	558	209
ST CHARLES	102	335	367	304	392	416	248	581	88	536	147
ST CHARLES	103	319	310	337	292	397	202	516	84	470	139
ST CHARLES	104	422	504	466	459	552	307	752	119	691	210
ST CHARLES	105	397	414	424	382	522	237	697	81	590	203
ST CHARLES	106	228	220	224	227	290	145	391	43	336	106
ST CHARLES	107	473	495	487	478	614	308	827	96	733	221
ST CHARLES	108	346	374	380	331	435	232	613	67	558	150
ST CHARLES	109	309	294	303	294	377	178	486	75	464	118
ST CHARLES	110	267	230	267	227	310	155	432	42	403	84
ST CHARLES	111	451	412	390	470	540	282	717	109	678	176
ST CHARLES	112	276	218	266	223	316	155	422	47	397	85
ST CHARLES	113	416	397	429	380	511	256	694	84	625	172
ST CHARLES	120	120	107	87	139	136	76	188	28	183	40
ST CHARLES	121	320	337	277	378	433	177	526	78	506	127
ST CHARLES	122	286	223	244	260	344	140	433	51	406	98
ST CHARLES	123	371	269	319	317	413	197	541	69	486	137
ST CHARLES	124	501	530	527	502	660	309	868	107	781	219
ST CHARLES	125	198	198	163	230	237	139	330	47	311	80
ST CHARLES	126	401	343	367	375	463	236	609	92	564	164
ST CHARLES	127	382	376	356	397	480	231	639	79	561	185
ST CHARLES	128	572	477	508	540	677	310	900	100	820	212
ST CHARLES	129	376	374	334	412	491	227	640	85	549	188
ST CHARLES	130	380	364	379	365	468	236	650	70	545	191
ST CHARLES	131	483	420	452	450	555	289	763	94	690	198
ST CHARLES	132	220	205	172	250	283	124	360	53	327	87
ST CHARLES	139	404	343	388	356	466	240	629	88	590	146
ST CHARLES	140	343	317	317	342	450	184	556	76	515	132
ST CHARLES	141	293	283	253	322	365	177	474	68	436	126
ST CHARLES	142	405	380	362	420	475	262	648	109	554	220
ST CHARLES	143	275	323	326	269	387	179	503	73	429	162
ST CHARLES	144	444	420	467	392	557	262	700	128	628	224
ST CHARLES	145	454	429	447	435	571	273	752	97	658	203
ST CHARLES	146	571	640	687	517	758	354	1034	120	854	326
ST CHARLES	147	409	456	454	409	566	240	720	97	644	203
ST CHARLES	148	386	364	368	378	487	229	624	90	582	150
ST CHARLES	149	311	305	270	351	387	208	531	67	470	142
ST CHARLES	150	339	380	366	359	452	227	594	103	514	199
ST CHARLES	151	301	225	189	333	322	179	443	61	431	89
ST CHARLES	152	577	550	650	478	734	336	981	91	848	269
ST CHARLES	153	408	399	368	433	500	270	678	101	599	194
ST CHARLES	154	409	618	556	470	642	332	872	110	725	296
ST CHARLES	155	511	563	486	586	687	333	882	134	821	232
ST CHARLES	156	358	366	329	389	459	224	597	92	533	173
ST CHARLES	157	434	470	441	463	550	285	739	112	646	246
ST CHARLES	158	323	304	298	329	407	183	535	67	484	134
ST CHARLES	159	492	578	581	486	666	333	897	120	761	290
ST CHARLES	160	237	296	240	289	322	167	414	84	424	93
ST CHARLES	161	286	340	258	371	407	184	520	80	498	125
ST CHARLES	162	448	438	499	384	569	271	742	109	667	206
ST CHARLES	163	395	405	428	370	513	231	684	73	606	184
ST CHARLES	164	322	278	208	390	383	178	495	72	479	112
ST CHARLES	165	381	741	465	646	656	389	874	176	790	293
ST CHARLES	166	381	362	354	391	442	252	629	77	573	157
ST CHARLES	167	373	358	327	402	460	231	601	87	586	132
ST CHARLES	168	305	369	356	318	436	209	571	76	521	142
ST CHARLES	169	389	437	451	368	545	237	686	101	636	176
ST CHARLES	170	392	467	463	394	542	263	730	90	635	210
ST CHARLES	171	296	351	367	279	421	201	563	63	429	207
ST CHARLES	173	410	385	444	351	523	224	675	86	621	171
ST CHARLES	180	213	267	223	257	306	154	410	58	360	118
ST CHARLES	181	279	346	254	369	387	209	512	86	496	124
ST CHARLES	182	424	467	380	511	510	336	735	117	709	173
ST CHARLES	183	344	358	292	411	420	257	589	90	521	171
ST CHARLES	184	364	619	460	526	570	340	808	121	725	234
ST CHARLES	185	310	557	329	539	488	316	659	151	613	239
ST CHARLES	186	525	659	612	574	742	370	1000	135	870	301
ST CHARLES	187	459	569	571	457	622	341	870	107	794	214
ST CHARLES	188	323	425	404	341	460	255	633	91	538	199
ST CHARLES	189	416	438	447	407	576	242	737	88	652	187
ST CHARLES	190	521	606	559	566	680	385	950	124	850	267
ST CHARLES	191	304	316	298	322	382	204	515	81	442	173
ST CHARLES	193	299	312	336	273	360	195	511	62	477	117
ST CHARLES	194	421	444	487	377	516	285	717	103	663	188
ST CHARLES	195	507	499	571	436	635	306	863	96	762	230
ST CHARLES	196	422	457	506	368	568	262	765	82	631	231
ST CHARLES	197	321	319	286	348	410	189	540	63	484	144
ST CHARLES	198	299	269	284	286	359	185	486	67	414	149
ST CHARLES	199	467	475	502	438	609	281	810	96	653	273
ST CHARLES	200	404	424	428	401	527	259	699	98	600	216
ST CHARLES	201	476	442	489	426	599	280	793	93	676	227
ST CHARLES	202	531	559	631	462	732	315	947	119	805	280
ST CHARLES	203	509	530	604	437	672	325	888	122	709	317
ST CHARLES	204	447	459	519	384	577	279	775	95	655	232
ST CHARLES	205	385	313	281	413	431	221	593	70	532	156
ST CHARLES	206	456	482	530	407	583	303	791	99	681	244
ST CHARLES	207	434	472	508	397	576	274	774	95	662	230
ST CHARLES	208	507	543	612	439	703	280	893	103	749	279
ST CHARLES	209	482	599	659	421	691	335	912	133	727	334
ST CHARLES	210	483	552	577	458	677	318	884	118	716	307
ST CHARLES	211	476	478	553	396	596	298	803	101	698	245
ST CHARLES	212	382	411	439	355	509	238	663	91	591	192
ST CHARLES	213	311	302	294	317	381	185	486	85	462	138
ST CHARLES	214	307	325	310	324	405	185	515	74	468	154
ST CHARLES	215	451	474	492	434	562	301	791	93	681	227
ST CHARLES	216	280	251	220	310	358	140	450	56	425	96
ST CHARLES	217	227	243	188	278	276	152	370	60	383	77
ST CHARLES	218	318	407	417	308	474	220	626	80	518	199
ST CHARLES	219	451	467	558	357	588	281	795	88	665	238
ST CHARLES	220	353	331	366	314	422	218	568	85	494	177
ST CHARLES	221	372	415	425	357	472	260	639	97	564	205
ST CHARLES	222	510	646	544	605	747	341	965	130	838	297
ST CHARLES	223	144	113	121	130	153	84	203	39	179	71
ST CHARLES	224	104	121	98	128	131	82	179	37	166	59
ST CHARLES	225	204	275	222	256	292	155	383	65	350	113
ST CHARLES	226	310	342	288	362	393	226	546	82	465	177
ST CHARLES	227	521	656	712	460	708	396	995	140	732	425
ST CHARLES	228	441	459	493	409	572	292	795	82	657	235
ST CHARLES	229	673	602	673	600	830	380	1076	158	945	319
ST CHARLES	230	367	449	422	389	532	251	687	93	611	198
ST CHARLES	231	455	521	574	401	627	281	795	124	692	259
ST CHARLES	232	314	409	421	301	446	232	624	67	473	238
ST CHARLES	233	306	255	268	296	374	159	462	73	447	106
ST CHARLES	234	392	465	471	384	538	260	743	77	563	279
ST CHARLES	999 Absentee	3209	3037	3657	2565	4242	1709	5602	466	4495	1680
ST CLAIR	000 ABSENTEE	202	153	171	180	211	123	308	33	266	81
ST CLAIR	001 APPLETON 1	98	143	107	130	134	90	200	30	169	69
ST CLAIR	002 APPLETON II	96	202	94	204	156	134	249	41	215	80
ST CLAIR	003 BUTLER EAST	154	165	103	216	160	147	256	53	247	71
ST CLAIR	004 BUTLER WEST	115	171	82	203	132	138	222	53	176	101
ST CLAIR	005 CENTER	47	43	26	64	40	49	77	12	71	19
ST CLAIR	006 COLLINS	106	153	87	172	130	115	225	25	197	60
ST CLAIR	007 DALLAS	82	65	50	96	84	55	124	19	110	34
ST CLAIR	008 DOYAL	95	136	90	143	117	110	196	31	169	63
ST CLAIR	009 JACKSON	139	133	80	190	160	103	225	40	225	42
ST CLAIR	010 MONEGAW	35	101	44	91	51	78	101	28	75	61
ST CLAIR	011 OSAGE	41	54	22	73	49	39	71	18	72	23
ST CLAIR	012 OSCEOLA EAST	155	171	125	203	179	134	263	55	234	88
ST CLAIR	013 OSCEOLA WEST	191	186	137	236	192	163	311	49	289	86
ST CLAIR	014 POLK	51	61	31	81	58	51	92	16	84	25
ST CLAIR	015 ROSCOE	143	112	82	175	122	118	200	44	197	52
ST CLAIR	016 SPEEDWELL	95	147	95	147	124	106	200	36	165	74
ST CLAIR	017 TABER	31	64	21	75	44	49	74	21	56	37
ST CLAIR	018 WASHINGTON	57	72	32	96	69	48	101	19	82	41
ST FRANCOIS	001 Bismarck1	196	225	143	279	236	158	347	57	338	80
ST FRANCOIS	002 Bismarck2	154	171	96	228	169	138	258	55	258	64
ST FRANCOIS	003 BonneTerre13	354	304	247	409	359	264	534	104	538	117
ST FRANCOIS	004 Bonne Terre 24	620	614	479	753	757	423	1012	178	1004	223
ST FRANCOIS	005 Busiek	164	208	171	201	220	130	295	57	275	92
ST FRANCOIS	007 Desloge 1	266	246	235	272	301	176	408	76	434	68
ST FRANCOIS	008 Desloge 2	311	342	236	410	394	231	544	89	542	107
ST FRANCOIS	009 Desloge 3	346	302	243	403	381	238	530	100	510	132
ST FRANCOIS	010 Doe Run	497	534	383	647	616	385	835	170	764	265
ST FRANCOIS	012 Farmington 2	557	585	587	556	767	327	1002	114	827	305
ST FRANCOIS	011 Farmington 1	668	788	680	768	943	456	1249	158	1082	353
ST FRANCOIS	013 Farmington 3	430	455	394	487	565	269	743	106	676	198
ST FRANCOIS	014 Farmington 4	408	478	357	526	542	294	709	132	654	222
ST FRANCOIS	015 Franclay	192	199	116	280	210	165	311	72	320	72
ST FRANCOIS	016 Iron Mountain	164	150	85	234	178	128	270	36	285	33
ST FRANCOIS	017 Knob Lick	165	198	132	228	214	124	292	52	261	93
ST FRANCOIS	018 Leadington	65	66	44	87	80	45	103	23	102	28
ST FRANCOIS	019 Leadwood 1	61	61	28	93	56	57	94	20	99	21
ST FRANCOIS	020 Leadwood 2	180	164	109	235	205	129	270	63	293	46
ST FRANCOIS	021 Libertyville	160	213	161	211	235	123	327	35	273	99
ST FRANCOIS	022 Park Hills 1	482	534	368	645	610	374	867	132	821	190
ST FRANCOIS	023 Park Hills 2	221	257	179	295	270	180	385	71	396	81
ST FRANCOIS	024 Park Hills 3	239	278	216	298	311	183	422	75	409	103
ST FRANCOIS	024 Park Hills 4	338	356	259	430	393	273	556	116	544	145
ST FRANCOIS	025 Patterson	523	448	337	634	594	351	812	135	801	166
ST FRANCOIS	026 Terre DuLac	470	475	402	542	570	335	773	138	736	194
ST FRANCOIS	027 Timberline	272	227	134	364	309	174	425	64	424	75
ST FRANCOIS	028 Absentee	675	495	589	578	769	369	1043	103	942	227
ST LOUIS CITY	"WARD 001, PCT 001"	147	58	114	89	116	73	156	36	204	9
ST LOUIS CITY	"WARD 001, PCT 002"	333	132	270	191	282	163	364	73	448	14
ST LOUIS CITY	"WARD 001, PCT 003"	280	140	254	165	247	151	312	77	401	21
ST LOUIS CITY	"WARD 001, PCT 004"	306	121	227	194	267	136	316	76	406	14
ST LOUIS CITY	"WARD 001, PCT 005"	338	146	296	184	296	164	398	65	470	20
ST LOUIS CITY	"WARD 001, PCT 006"	49	19	34	33	37	23	49	16	71	2
ST LOUIS CITY	"WARD 001, PCT 007"	336	141	277	192	298	153	362	79	449	16
ST LOUIS CITY	"WARD 001, PCT 008"	357	159	257	254	290	186	369	103	488	24
ST LOUIS CITY	"WARD 002, PCT 001"	91	72	68	81	66	78	95	49	136	14
ST LOUIS CITY	"WARD 002, PCT 002"	337	148	244	234	240	211	341	108	464	22
ST LOUIS CITY	"WARD 002, PCT 003"	332	216	276	273	291	225	364	153	502	44
ST LOUIS CITY	"WARD 002, PCT 004"	256	107	198	166	186	156	271	71	350	19
ST LOUIS CITY	"WARD 002, PCT 005"	577	234	415	392	391	366	588	167	783	28
ST LOUIS CITY	"WARD 002, PCT 006"	382	172	261	293	286	238	393	123	530	23
ST LOUIS CITY	"WARD 003, PCT 001"	54	10	43	18	39	20	37	20	59	3
ST LOUIS CITY	"WARD 003, PCT 002"	277	135	220	193	247	137	305	82	392	24
ST LOUIS CITY	"WARD 003, PCT 003"	172	81	134	124	158	79	172	53	240	12
ST LOUIS CITY	"WARD 003, PCT 004"	188	85	155	116	177	91	202	55	257	14
ST LOUIS CITY	"WARD 003, PCT 005"	299	108	236	171	240	135	260	108	396	14
ST LOUIS CITY	"WARD 003, PCT 006"	81	34	65	50	73	36	84	28	108	5
ST LOUIS CITY	"WARD 003, PCT 007"	142	53	113	77	120	70	134	49	190	5
ST LOUIS CITY	"WARD 003, PCT 008"	190	118	158	145	169	122	203	82	289	21
ST LOUIS CITY	"WARD 004, PCT 001"	29	21	20	29	32	15	30	18	50	1
ST LOUIS CITY	"WARD 004, PCT 002"	293	142	198	234	244	165	264	150	413	25
ST LOUIS CITY	"WARD 004, PCT 003"	358	157	205	299	295	183	273	201	493	20
ST LOUIS CITY	"WARD 004, PCT 004"	295	138	214	214	248	158	241	170	414	16
ST LOUIS CITY	"WARD 004, PCT 005"	282	110	167	213	247	109	205	145	378	5
ST LOUIS CITY	"WARD 004, PCT 006"	20	22	14	26	24	14	18	21	38	4
ST LOUIS CITY	"WARD 004, PCT 007"	210	84	128	162	183	94	169	106	276	15
ST LOUIS CITY	"WARD 004, PCT 008"	276	108	157	231	249	114	207	149	364	18
ST LOUIS CITY	"WARD 005, PCT 001"	136	52	130	55	124	54	153	22	160	23
ST LOUIS CITY	"WARD 005, PCT 002"	410	159	382	183	395	149	454	85	543	29
ST LOUIS CITY	"WARD 005, PCT 003"	0	0	0	0	0	0	0	0	0	0
ST LOUIS CITY	"WARD 005, PCT 004"	225	153	204	174	212	133	265	80	347	27
ST LOUIS CITY	"WARD 005, PCT 005"	414	141	407	154	415	121	451	80	542	15
ST LOUIS CITY	"WARD 005, PCT 006"	133	63	103	87	115	73	138	50	181	12
ST LOUIS CITY	"WARD 005, PCT 007"	170	64	136	93	158	65	173	46	231	6
ST LOUIS CITY	"WARD 005, PCT 008"	197	76	151	124	183	70	196	53	259	15
ST LOUIS CITY	"WARD 006, PCT 001"	133	61	94	99	101	86	161	24	186	10
ST LOUIS CITY	"WARD 006, PCT 002"	485	159	397	246	381	230	550	74	552	85
ST LOUIS CITY	"WARD 006, PCT 003"	269	93	194	166	199	146	287	58	330	33
ST LOUIS CITY	"WARD 006, PCT 004"	529	227	448	301	379	332	589	132	713	39
ST LOUIS CITY	"WARD 006, PCT 005"	373	133	321	180	294	178	417	61	434	65
ST LOUIS CITY	"WARD 006, PCT 006"	490	99	405	187	392	171	517	55	509	82
ST LOUIS CITY	"WARD 006, PCT 007"	320	140	262	199	270	182	382	66	405	57
ST LOUIS CITY	"WARD 006, PCT 008"	303	83	222	162	200	174	305	68	360	23
ST LOUIS CITY	"WARD 006, PCT 009"	40	6	23	23	18	26	37	7	44	2
ST LOUIS CITY	"WARD 007, PCT 001"	339	147	266	213	307	155	402	67	459	28
ST LOUIS CITY	"WARD 007, PCT 002"	387	146	269	262	334	175	438	69	484	48
ST LOUIS CITY	"WARD 007, PCT 003"	141	50	112	79	136	46	164	17	153	36
ST LOUIS CITY	"WARD 007, PCT 004"	334	138	302	165	318	132	387	63	406	63
ST LOUIS CITY	"WARD 007, PCT 005"	544	160	409	290	483	184	583	86	629	70
ST LOUIS CITY	"WARD 007, PCT 006"	747	161	476	431	618	261	777	105	780	124
ST LOUIS CITY	"WARD 008, PCT 001"	655	263	515	398	585	275	736	126	782	120
ST LOUIS CITY	"WARD 008, PCT 002"	100	36	56	79	92	35	103	21	122	12
ST LOUIS CITY	"WARD 008, PCT 003"	46	13	38	21	31	24	44	13	52	6
ST LOUIS CITY	"WARD 008, PCT 004"	606	232	565	282	534	253	684	109	772	72
ST LOUIS CITY	"WARD 008, PCT 005"	507	189	465	229	435	219	535	118	642	55
ST LOUIS CITY	"WARD 008, PCT 006"	134	41	123	51	115	55	152	19	155	20
ST LOUIS CITY	"WARD 008, PCT 007"	88	68	98	56	104	41	130	20	132	22
ST LOUIS CITY	"WARD 008, PCT 008"	314	154	286	176	272	171	365	86	408	57
ST LOUIS CITY	"WARD 008, PCT 009"	305	124	268	158	277	127	346	57	391	37
ST LOUIS CITY	"WARD 009, PCT 001"	26	25	29	23	34	17	40	10	39	12
ST LOUIS CITY	"WARD 009, PCT 002"	359	219	290	284	315	223	438	98	510	61
ST LOUIS CITY	"WARD 009, PCT 004"	262	67	184	142	207	96	270	40	276	44
ST LOUIS CITY	"WARD 009, PCT 005"	424	166	316	269	386	171	479	77	516	64
ST LOUIS CITY	"WARD 009, PCT 006"	121	50	86	82	95	68	122	37	157	13
ST LOUIS CITY	"WARD 009, PCT 007"	210	133	178	170	202	119	255	69	307	41
ST LOUIS CITY	"WARD 009, PCT 008"	296	155	209	244	241	190	339	97	411	35
ST LOUIS CITY	"WARD 010, PCT 001"	405	205	324	286	393	181	482	98	520	85
ST LOUIS CITY	"WARD 010, PCT 002"	339	304	333	314	378	222	494	109	518	116
ST LOUIS CITY	"WARD 010, PCT 003"	322	312	304	323	355	222	488	89	491	117
ST LOUIS CITY	"WARD 010, PCT 004"	321	165	269	214	302	153	396	71	411	70
ST LOUIS CITY	"WARD 010, PCT 005"	439	206	342	301	438	172	530	90	563	79
ST LOUIS CITY	"WARD 010, PCT 006"	15	5	13	7	13	7	15	5	20	0
ST LOUIS CITY	"WARD 010, PCT 007"	479	217	357	340	441	224	517	149	619	75
ST LOUIS CITY	"WARD 011, PCT 001"	283	191	163	309	275	168	358	83	392	75
ST LOUIS CITY	"WARD 011, PCT 002"	401	238	335	302	409	195	509	101	512	120
ST LOUIS CITY	"WARD 011, PCT 003"	400	225	248	376	387	208	508	88	545	78
ST LOUIS CITY	"WARD 011, PCT 004"	454	250	299	403	435	230	534	126	609	85
ST LOUIS CITY	"WARD 011, PCT 005"	385	217	292	310	384	202	476	103	527	70
ST LOUIS CITY	"WARD 012, PCT 001"	398	316	303	411	422	245	571	106	577	125
ST LOUIS CITY	"WARD 012, PCT 002"	534	449	437	545	608	326	804	137	811	163
ST LOUIS CITY	"WARD 012, PCT 003"	331	281	270	342	382	198	510	73	494	113
ST LOUIS CITY	"WARD 012, PCT 004"	368	315	319	361	420	223	567	87	528	144
ST LOUIS CITY	"WARD 012, PCT 005"	414	259	326	345	447	195	542	100	540	131
ST LOUIS CITY	"WARD 012, PCT 006"	420	292	317	393	438	240	616	73	585	120
ST LOUIS CITY	"WARD 012, PCT 007"	165	131	152	144	215	66	245	36	243	49
ST LOUIS CITY	"WARD 013, PCT 001"	620	381	475	523	613	337	805	147	839	144
ST LOUIS CITY	"WARD 013, PCT 002"	414	243	310	342	409	215	545	87	549	98
ST LOUIS CITY	"WARD 013, PCT 003"	511	236	401	350	487	237	611	112	665	80
ST LOUIS CITY	"WARD 013, PCT 004"	442	284	372	356	450	238	596	97	596	115
ST LOUIS CITY	"WARD 013, PCT 005"	16	13	9	20	18	8	24	4	21	8
ST LOUIS CITY	"WARD 013, PCT 006"	394	275	258	407	380	261	528	111	544	115
ST LOUIS CITY	"WARD 014, PCT 001"	432	285	402	318	473	217	601	98	600	112
ST LOUIS CITY	"WARD 014, PCT 002"	185	105	115	174	185	88	241	35	263	25
ST LOUIS CITY	"WARD 014, PCT 003"	427	247	319	358	420	214	550	89	603	64
ST LOUIS CITY	"WARD 014, PCT 004"	409	204	324	292	394	194	503	79	506	104
ST LOUIS CITY	"WARD 014, PCT 005"	82	36	48	70	72	39	91	20	103	15
ST LOUIS CITY	"WARD 014, PCT 006"	313	243	240	319	350	189	458	81	480	72
ST LOUIS CITY	"WARD 014, PCT 007"	147	76	94	132	125	92	181	37	194	28
ST LOUIS CITY	"WARD 015, PCT 001"	456	199	411	243	432	189	523	100	574	75
ST LOUIS CITY	"WARD 015, PCT 002"	567	173	474	266	502	204	606	104	642	92
ST LOUIS CITY	"WARD 015, PCT 003"	584	218	484	322	514	254	677	99	705	90
ST LOUIS CITY	"WARD 015, PCT 004"	214	124	178	161	195	126	253	62	308	30
ST LOUIS CITY	"WARD 015, PCT 005"	442	212	365	281	391	218	525	91	561	80
ST LOUIS CITY	"WARD 015, PCT 006"	146	70	103	109	130	72	168	36	199	12
ST LOUIS CITY	"WARD 016, PCT 001"	140	102	129	115	158	66	200	29	198	42
ST LOUIS CITY	"WARD 016, PCT 002"	203	190	178	212	242	124	308	63	313	72
ST LOUIS CITY	"WARD 016, PCT 003"	424	347	434	331	455	268	619	112	609	153
ST LOUIS CITY	"WARD 016, PCT 004"	418	400	471	353	480	290	657	127	628	181
ST LOUIS CITY	"WARD 016, PCT 005"	523	332	469	390	581	230	714	101	680	162
ST LOUIS CITY	"WARD 016, PCT 006"	452	383	425	407	527	265	665	134	629	192
ST LOUIS CITY	"WARD 016, PCT 007"	661	626	762	530	839	369	1052	171	949	315
ST LOUIS CITY	"WARD 016, PCT 008"	335	283	368	251	403	176	509	80	499	113
ST LOUIS CITY	"WARD 017, PCT 001"	50	21	41	29	42	23	51	15	62	10
ST LOUIS CITY	"WARD 017, PCT 002"	204	89	164	129	155	120	215	64	260	32
ST LOUIS CITY	"WARD 017, PCT 004"	673	175	588	243	513	260	668	117	740	89
ST LOUIS CITY	"WARD 017, PCT 005"	740	191	709	222	600	248	778	105	810	112
ST LOUIS CITY	"WARD 017, PCT 006"	27	12	22	19	28	10	28	11	34	7
ST LOUIS CITY	"WARD 017, PCT 007"	395	177	342	220	321	210	420	110	532	34
ST LOUIS CITY	"WARD 017, PCT 008"	20	3	9	15	8	14	17	5	24	0
ST LOUIS CITY	"WARD 017, PCT 009"	116	36	85	64	98	42	117	24	140	12
ST LOUIS CITY	"WARD 017, PCT 010"	19	8	14	12	18	7	19	6	27	0
ST LOUIS CITY	"WARD 017, PCT 011"	26	21	24	23	25	19	33	10	41	4
ST LOUIS CITY	"WARD 018, PCT 001"	222	58	182	101	201	69	213	60	258	24
ST LOUIS CITY	"WARD 018, PCT 002"	486	180	365	297	417	209	440	183	612	43
ST LOUIS CITY	"WARD 018, PCT 003"	347	135	232	246	280	164	283	157	458	20
ST LOUIS CITY	"WARD 018, PCT 004"	271	133	183	213	254	117	234	131	389	13
ST LOUIS CITY	"WARD 018, PCT 005"	339	126	198	265	290	151	246	194	437	30
ST LOUIS CITY	"WARD 018, PCT 006"	460	195	292	354	369	233	340	253	604	35
ST LOUIS CITY	"WARD 019, PCT 001"	188	93	191	85	186	76	224	34	263	14
ST LOUIS CITY	"WARD 019, PCT 002"	28	4	15	16	22	7	25	4	30	1
ST LOUIS CITY	"WARD 019, PCT 003"	113	32	60	79	101	33	106	29	129	11
ST LOUIS CITY	"WARD 019, PCT 004"	108	38	98	44	84	52	100	36	140	1
ST LOUIS CITY	"WARD 019, PCT 005"	274	138	270	143	260	124	325	62	378	33
ST LOUIS CITY	"WARD 019, PCT 006"	157	47	137	67	139	58	162	31	194	13
ST LOUIS CITY	"WARD 019, PCT 007"	95	129	144	79	162	49	173	35	192	32
ST LOUIS CITY	"WARD 019, PCT 008"	150	79	141	90	136	82	164	52	218	10
ST LOUIS CITY	"WARD 019, PCT 009"	118	56	101	68	108	44	117	34	159	8
ST LOUIS CITY	"WARD 019, PCT 010"	44	28	35	35	30	37	41	20	70	3
ST LOUIS CITY	"WARD 020, PCT 001"	269	156	218	206	233	174	318	90	390	39
ST LOUIS CITY	"WARD 020, PCT 002"	226	106	158	173	196	122	249	66	325	16
ST LOUIS CITY	"WARD 020, PCT 003"	250	153	209	194	225	169	297	95	376	27
ST LOUIS CITY	"WARD 020, PCT 004"	256	141	192	204	196	172	279	95	356	37
ST LOUIS CITY	"WARD 020, PCT 005"	102	67	86	84	85	75	125	35	146	20
ST LOUIS CITY	"WARD 021, PCT 001"	397	183	250	335	289	251	383	149	556	22
ST LOUIS CITY	"WARD 021, PCT 002"	225	94	144	170	157	124	212	65	300	16
ST LOUIS CITY	"WARD 021, PCT 003"	107	38	62	83	70	56	93	34	137	4
ST LOUIS CITY	"WARD 021, PCT 004"	572	252	351	470	391	326	534	188	791	35
ST LOUIS CITY	"WARD 021, PCT 005"	289	120	174	235	200	172	274	102	382	28
ST LOUIS CITY	"WARD 021, PCT 006"	346	119	214	244	254	166	322	101	442	15
ST LOUIS CITY	"WARD 021, PCT 007"	381	152	223	304	262	212	359	113	513	18
ST LOUIS CITY	"WARD 022, PCT 001"	289	108	151	247	158	194	242	105	381	14
ST LOUIS CITY	"WARD 022, PCT 002"	428	190	255	363	265	295	398	156	615	22
ST LOUIS CITY	"WARD 022, PCT 003"	212	89	164	142	141	134	207	63	295	9
ST LOUIS CITY	"WARD 022, PCT 004"	267	133	178	222	190	189	258	111	383	19
ST LOUIS CITY	"WARD 022, PCT 005"	11	11	12	10	9	12	15	7	23	1
ST LOUIS CITY	"WARD 022, PCT 006"	112	51	72	90	85	62	99	44	159	6
ST LOUIS CITY	"WARD 022, PCT 007"	268	145	196	211	176	199	253	117	395	21
ST LOUIS CITY	"WARD 023, PCT 001"	673	391	486	574	654	347	883	121	899	143
ST LOUIS CITY	"WARD 023, PCT 002"	539	349	448	441	602	244	727	122	726	145
ST LOUIS CITY	"WARD 023, PCT 003"	16	15	14	17	20	9	24	6	23	7
ST LOUIS CITY	"WARD 023, PCT 004"	270	300	272	297	357	180	456	83	447	114
ST LOUIS CITY	"WARD 023, PCT 005"	342	248	354	235	368	176	479	67	479	99
