county,precinct,office,district,party,candidate,votes,election_day,absentee,absentee2
Greene,0049 2nd Campbell A/C,Constitutional Amendment No. 1,,,No.,1556,1556,0,0
Greene,0049 2nd Campbell A/C,Constitutional Amendment No. 3,,,Yes,1546,1546,0,0
Greene,0049 2nd Campbell A/C,Constitutional Amendment No. 3,,,No.,1570,1570,0,0
Greene,0049 2nd Campbell A/C,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,2224,2224,0,0
Greene,0049 2nd Campbell A/C,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,655,655,0,0
Greene,0049 2nd Campbell A/C,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,2214,2214,0,0
Greene,0049 2nd Campbell A/C,"Court of Appeals Judge, Southern District - Gary W.",,,No.,658,658,0,0
Greene,0049 2nd Campbell A/C,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,2120,2120,0,0
Greene,0049 2nd Campbell A/C,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,750,750,0,0
Greene,0049 2nd Campbell A/C,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,2243,2243,0,0
Greene,0049 2nd Campbell A/C,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,623,623,0,0
Greene,0049 2nd Campbell A/C,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,2179,2179,0,0
Greene,0049 2nd Campbell A/C,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,692,692,0,0
Greene,0049 2nd Campbell A/C,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,2167,2167,0,0
Greene,0050 2nd Campbell B/CN,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,1327,1327,0,0
Greene,0050 2nd Campbell B/CN,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,539,539,0,0
Greene,0050 2nd Campbell B/CN,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,32,32,0,0
Greene,0050 2nd Campbell B/CN,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,0,0,0,0
Greene,0050 2nd Campbell B/CN,President,,CST,DON BLANKENSHIP WILLIAM MOHR,0,0,0,0
Greene,0050 2nd Campbell B/CN,Governor,,REP,MIKE PARSON,1318,1318,0,0
Greene,0050 2nd Campbell B/CN,Governor,,DEM,NICOLE GALLOWAY,521,521,0,0
Greene,0050 2nd Campbell B/CN,Governor,,LIB,RIK COMBS,47,47,0,0
Greene,0050 2nd Campbell B/CN,Governor,,GRN,JEROME HOWARD BAUER,9,9,0,0
Greene,0050 2nd Campbell B/CN,Lieutenant Governor,,REP,MIKE KEHOE,1325,1325,0,0
Greene,0050 2nd Campbell B/CN,Lieutenant Governor,,DEM,ALISSIA CANADY,493,493,0,0
Greene,0050 2nd Campbell B/CN,Lieutenant Governor,,LIB,BILL SLANTZ,46,46,0,0
Greene,0050 2nd Campbell B/CN,Lieutenant Governor,,GRN,KELLEY DRAGOO,14,14,0,0
Greene,0050 2nd Campbell B/CN,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,1355,1355,0,0
Greene,0050 2nd Campbell B/CN,Secretary of State,,DEM,YINKA FALETI,458,458,0,0
Greene,0050 2nd Campbell B/CN,Secretary of State,,LIB,CARL HERMAN FREESE,40,40,0,0
Greene,0050 2nd Campbell B/CN,Secretary of State,,GRN,PAUL LEHMANN,12,12,0,0
Greene,0050 2nd Campbell B/CN,Secretary of State,,CST,PAUL VENABLE,9,9,0,0
Greene,0050 2nd Campbell B/CN,State Treasurer,,REP,SCOTT FITZPATRICK,1360,1360,0,0
Greene,0050 2nd Campbell B/CN,State Treasurer,,DEM,VICKI LORENZ ENGLUND,450,450,0,0
Greene,0050 2nd Campbell B/CN,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,42,42,0,0
Greene,0050 2nd Campbell B/CN,State Treasurer,,GRN,JOSEPH CIVETTINI,9,9,0,0
Greene,0050 2nd Campbell B/CN,Attorney General,,REP,ERIC SCHMITT,1364,1364,0,0
Greene,0050 2nd Campbell B/CN,Attorney General,,DEM,RICH FINNERAN,454,454,0,0
Greene,0050 2nd Campbell B/CN,Attorney General,,LIB,KEVIN C BABCOCK,49,49,0,0
Greene,0050 2nd Campbell B/CN,U.S. House,7,REP,BILLY LONG,1265,1265,0,0
Greene,0050 2nd Campbell B/CN,U.S. House,7,DEM,TERESA MONTSENY,502,502,0,0
Greene,0050 2nd Campbell B/CN,U.S. House,7,LIB,KEVIN CRAIG,93,93,0,0
Greene,0050 2nd Campbell B/CN,State House,133,REP,CURTIS D. TRENT,1350,1350,0,0
Greene,0050 2nd Campbell B/CN,State House,133,DEM,CINDY SLIMP,516,516,0,0
Greene,0050 2nd Campbell B/CN,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,1359,1359,0,0
Greene,0050 2nd Campbell B/CN,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,484,484,0,0
Greene,0050 2nd Campbell B/CN,SHERIFF GREENE,,REP,JIM C ARNOTT,1652,1652,0,0
Greene,0050 2nd Campbell B/CN,ASSESSOR GREENE,,REP,BRENT JOHNSON,1665,1665,0,0
Greene,0050 2nd Campbell B/CN,TREASURER GREENE,,REP,JUSTIN HILL,1665,1665,0,0
Greene,0050 2nd Campbell B/CN,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1648,1648,0,0
Greene,0050 2nd Campbell B/CN,Constitutional Amendment No. 1,,,Yes,928,928,0,0
Greene,0050 2nd Campbell B/CN,Constitutional Amendment No. 1,,,No.,902,902,0,0
Greene,0050 2nd Campbell B/CN,Constitutional Amendment No. 3,,,Yes,983,983,0,0
Greene,0050 2nd Campbell B/CN,Constitutional Amendment No. 3,,,No.,866,866,0,0
Greene,0050 2nd Campbell B/CN,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,1349,1349,0,0
Greene,0050 2nd Campbell B/CN,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,352,352,0,0
Greene,0050 2nd Campbell B/CN,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,1307,1307,0,0
Greene,0050 2nd Campbell B/CN,"Court of Appeals Judge, Southern District - Gary W.",,,No.,380,380,0,0
Greene,0050 2nd Campbell B/CN,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,1248,1248,0,0
Greene,0050 2nd Campbell B/CN,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,433,433,0,0
Greene,0050 2nd Campbell B/CN,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,1322,1322,0,0
Greene,0050 2nd Campbell B/CN,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,356,356,0,0
Greene,0050 2nd Campbell B/CN,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,1291,1291,0,0
Greene,0050 2nd Campbell B/CN,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,394,394,0,0
Greene,0050 2nd Campbell B/CN,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,1282,1282,0,0
Greene,0051 1st N Campbell,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,899,899,0,0
Greene,0051 1st N Campbell,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,289,289,0,0
Greene,0051 1st N Campbell,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,9,9,0,0
Greene,0051 1st N Campbell,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,4,4,0,0
Greene,0051 1st N Campbell,President,,CST,DON BLANKENSHIP WILLIAM MOHR,1,1,0,0
Greene,0051 1st N Campbell,Governor,,REP,MIKE PARSON,933,933,0,0
Greene,0051 1st N Campbell,Governor,,DEM,NICOLE GALLOWAY,260,260,0,0
Greene,0051 1st N Campbell,Governor,,LIB,RIK COMBS,14,14,0,0
Greene,0051 1st N Campbell,Governor,,GRN,JEROME HOWARD BAUER,2,2,0,0
Greene,0051 1st N Campbell,Lieutenant Governor,,REP,MIKE KEHOE,942,942,0,0
Greene,0051 1st N Campbell,Lieutenant Governor,,DEM,ALISSIA CANADY,240,240,0,0
Greene,0051 1st N Campbell,Lieutenant Governor,,LIB,BILL SLANTZ,10,10,0,0
Greene,0051 1st N Campbell,Lieutenant Governor,,GRN,KELLEY DRAGOO,2,2,0,0
Greene,0051 1st N Campbell,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,948,948,0,0
Greene,0051 1st N Campbell,Secretary of State,,DEM,YINKA FALETI,230,230,0,0
Greene,0051 1st N Campbell,Secretary of State,,LIB,CARL HERMAN FREESE,14,14,0,0
Greene,0051 1st N Campbell,Secretary of State,,GRN,PAUL LEHMANN,3,3,0,0
Greene,0051 1st N Campbell,Secretary of State,,CST,PAUL VENABLE,2,2,0,0
Greene,0051 1st N Campbell,State Treasurer,,REP,SCOTT FITZPATRICK,939,939,0,0
Greene,0051 1st N Campbell,State Treasurer,,DEM,VICKI LORENZ ENGLUND,229,229,0,0
Greene,0051 1st N Campbell,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,17,17,0,0
Greene,0051 1st N Campbell,State Treasurer,,GRN,JOSEPH CIVETTINI,3,3,0,0
Greene,0051 1st N Campbell,Attorney General,,REP,ERIC SCHMITT,942,942,0,0
Greene,0051 1st N Campbell,Attorney General,,DEM,RICH FINNERAN,229,229,0,0
Greene,0051 1st N Campbell,Attorney General,,LIB,KEVIN C BABCOCK,21,21,0,0
Greene,0051 1st N Campbell,U.S. House,7,REP,BILLY LONG,897,897,0,0
Greene,0051 1st N Campbell,U.S. House,7,DEM,TERESA MONTSENY,261,261,0,0
Greene,0051 1st N Campbell,U.S. House,7,LIB,KEVIN CRAIG,35,35,0,0
Greene,0051 1st N Campbell,State House,137,REP,JOHN F. BLACK,943,943,0,0
Greene,0051 1st N Campbell,State House,137,DEM,RAYMOND LAMPERT,245,245,0,0
Greene,0051 1st N Campbell,COMMISSIONER - DISTRICT 2 DST 2,,REP,JOHN C. RUSSELL,912,912,0,0
Greene,0051 1st N Campbell,COMMISSIONER - DISTRICT 2 DST 2,,DEM,SARA LAMPE,264,264,0,0
Greene,0051 1st N Campbell,COMMISSIONER - DISTRICT 2 DST 2,,LIB,CECIL A. INCE,11,11,0,0
Greene,0051 1st N Campbell,SHERIFF GREENE,,REP,JIM C ARNOTT,1090,1090,0,0
Greene,0051 1st N Campbell,ASSESSOR GREENE,,REP,BRENT JOHNSON,1097,1097,0,0
Greene,0051 1st N Campbell,TREASURER GREENE,,REP,JUSTIN HILL,1087,1087,0,0
Greene,0051 1st N Campbell,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1070,1070,0,0
Greene,0051 1st N Campbell,Constitutional Amendment No. 1,,,Yes,617,617,0,0
Greene,0051 1st N Campbell,Constitutional Amendment No. 1,,,No.,540,540,0,0
Greene,0051 1st N Campbell,Constitutional Amendment No. 3,,,Yes,645,645,0,0
Greene,0051 1st N Campbell,Constitutional Amendment No. 3,,,No.,522,522,0,0
Greene,0051 1st N Campbell,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,864,864,0,0
Greene,0051 1st N Campbell,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,204,204,0,0
Greene,0051 1st N Campbell,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,880,880,0,0
Greene,0051 1st N Campbell,"Court of Appeals Judge, Southern District - Gary W.",,,No.,181,181,0,0
Greene,0051 1st N Campbell,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,813,813,0,0
Greene,0051 1st N Campbell,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,238,238,0,0
Greene,0051 1st N Campbell,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,877,877,0,0
Greene,0051 1st N Campbell,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,181,181,0,0
Greene,0051 1st N Campbell,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,841,841,0,0
Greene,0051 1st N Campbell,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,219,219,0,0
Greene,0051 1st N Campbell,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,855,855,0,0
Greene,0052 2nd N Campbell,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,903,903,0,0
Greene,0052 2nd N Campbell,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,309,309,0,0
Greene,0052 2nd N Campbell,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,26,26,0,0
Greene,0052 2nd N Campbell,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,1,1,0,0
Greene,0052 2nd N Campbell,President,,CST,DON BLANKENSHIP WILLIAM MOHR,3,3,0,0
Greene,0052 2nd N Campbell,Governor,,REP,MIKE PARSON,915,915,0,0
Greene,0052 2nd N Campbell,Governor,,DEM,NICOLE GALLOWAY,297,297,0,0
Greene,0052 2nd N Campbell,Governor,,LIB,RIK COMBS,28,28,0,0
Greene,0052 2nd N Campbell,Governor,,GRN,JEROME HOWARD BAUER,5,5,0,0
Greene,0052 2nd N Campbell,Lieutenant Governor,,REP,MIKE KEHOE,912,912,0,0
Greene,0052 2nd N Campbell,Lieutenant Governor,,DEM,ALISSIA CANADY,276,276,0,0
Greene,0052 2nd N Campbell,Lieutenant Governor,,LIB,BILL SLANTZ,30,30,0,0
Greene,0052 2nd N Campbell,Lieutenant Governor,,GRN,KELLEY DRAGOO,5,5,0,0
Greene,0052 2nd N Campbell,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,935,935,0,0
Greene,0052 2nd N Campbell,Secretary of State,,DEM,YINKA FALETI,256,256,0,0
Greene,0052 2nd N Campbell,Secretary of State,,LIB,CARL HERMAN FREESE,32,32,0,0
Greene,0052 2nd N Campbell,Secretary of State,,GRN,PAUL LEHMANN,7,7,0,0
Greene,0052 2nd N Campbell,Secretary of State,,CST,PAUL VENABLE,5,5,0,0
Greene,0052 2nd N Campbell,State Treasurer,,REP,SCOTT FITZPATRICK,918,918,0,0
Greene,0052 2nd N Campbell,State Treasurer,,DEM,VICKI LORENZ ENGLUND,256,256,0,0
Greene,0052 2nd N Campbell,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,35,35,0,0
Greene,0052 2nd N Campbell,State Treasurer,,GRN,JOSEPH CIVETTINI,8,8,0,0
Greene,0052 2nd N Campbell,Attorney General,,REP,ERIC SCHMITT,917,917,0,0
Greene,0052 2nd N Campbell,Attorney General,,DEM,RICH FINNERAN,254,254,0,0
Greene,0052 2nd N Campbell,Attorney General,,LIB,KEVIN C BABCOCK,43,43,0,0
Greene,0052 2nd N Campbell,U.S. House,7,REP,BILLY LONG,852,852,0,0
Greene,0052 2nd N Campbell,U.S. House,7,DEM,TERESA MONTSENY,312,312,0,0
Greene,0052 2nd N Campbell,U.S. House,7,LIB,KEVIN CRAIG,59,59,0,0
Greene,0052 2nd N Campbell,State House,131,REP,BILL OWEN,891,891,0,0
Greene,0052 2nd N Campbell,State House,131,DEM,ALLISON SCHOOLCRAFT,322,322,0,0
Greene,0052 2nd N Campbell,COMMISSIONER - DISTRICT 2 DST 2,,REP,JOHN C. RUSSELL,857,857,0,0
Greene,0052 2nd N Campbell,COMMISSIONER - DISTRICT 2 DST 2,,DEM,SARA LAMPE,325,325,0,0
Greene,0052 2nd N Campbell,COMMISSIONER - DISTRICT 2 DST 2,,LIB,CECIL A. INCE,33,33,0,0
Greene,0052 2nd N Campbell,SHERIFF GREENE,,REP,JIM C ARNOTT,1111,1111,0,0
Greene,0052 2nd N Campbell,ASSESSOR GREENE,,REP,BRENT JOHNSON,1113,1113,0,0
Greene,0052 2nd N Campbell,TREASURER GREENE,,REP,JUSTIN HILL,1103,1103,0,0
Greene,0052 2nd N Campbell,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1076,1076,0,0
Greene,0052 2nd N Campbell,Constitutional Amendment No. 1,,,Yes,593,593,0,0
Greene,0052 2nd N Campbell,Constitutional Amendment No. 1,,,No.,600,600,0,0
Greene,0052 2nd N Campbell,Constitutional Amendment No. 3,,,Yes,655,655,0,0
Greene,0052 2nd N Campbell,Constitutional Amendment No. 3,,,No.,546,546,0,0
Greene,0052 2nd N Campbell,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,872,872,0,0
Greene,0052 2nd N Campbell,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,247,247,0,0
Greene,0052 2nd N Campbell,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,874,874,0,0
Greene,0052 2nd N Campbell,"Court of Appeals Judge, Southern District - Gary W.",,,No.,236,236,0,0
Greene,0052 2nd N Campbell,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,839,839,0,0
Greene,0052 2nd N Campbell,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,267,267,0,0
Greene,0052 2nd N Campbell,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,861,861,0,0
Greene,0052 2nd N Campbell,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,246,246,0,0
Greene,0052 2nd N Campbell,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,850,850,0,0
Greene,0052 2nd N Campbell,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,265,265,0,0
Greene,0052 2nd N Campbell,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,858,858,0,0
Greene,0053 3rd N Campbell A,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,818,818,0,0
Greene,0053 3rd N Campbell A,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,305,305,0,0
Greene,0053 3rd N Campbell A,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,20,20,0,0
Greene,0053 3rd N Campbell A,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,4,4,0,0
Greene,0053 3rd N Campbell A,President,,CST,DON BLANKENSHIP WILLIAM MOHR,1,1,0,0
Greene,0053 3rd N Campbell A,Governor,,REP,MIKE PARSON,816,816,0,0
Greene,0053 3rd N Campbell A,Governor,,DEM,NICOLE GALLOWAY,301,301,0,0
Greene,0053 3rd N Campbell A,Governor,,LIB,RIK COMBS,31,31,0,0
Greene,0053 3rd N Campbell A,Governor,,GRN,JEROME HOWARD BAUER,5,5,0,0
Greene,0053 3rd N Campbell A,Lieutenant Governor,,REP,MIKE KEHOE,813,813,0,0
Greene,0053 3rd N Campbell A,Lieutenant Governor,,DEM,ALISSIA CANADY,288,288,0,0
Greene,0053 3rd N Campbell A,Lieutenant Governor,,LIB,BILL SLANTZ,29,29,0,0
Greene,0053 3rd N Campbell A,Lieutenant Governor,,GRN,KELLEY DRAGOO,11,11,0,0
Greene,0053 3rd N Campbell A,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,835,835,0,0
Greene,0053 3rd N Campbell A,Secretary of State,,DEM,YINKA FALETI,264,264,0,0
Greene,0053 3rd N Campbell A,Secretary of State,,LIB,CARL HERMAN FREESE,28,28,0,0
Greene,0053 3rd N Campbell A,Secretary of State,,GRN,PAUL LEHMANN,9,9,0,0
Greene,0053 3rd N Campbell A,Secretary of State,,CST,PAUL VENABLE,3,3,0,0
Greene,0053 3rd N Campbell A,State Treasurer,,REP,SCOTT FITZPATRICK,829,829,0,0
Greene,0053 3rd N Campbell A,State Treasurer,,DEM,VICKI LORENZ ENGLUND,267,267,0,0
Greene,0053 3rd N Campbell A,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,33,33,0,0
Greene,0053 3rd N Campbell A,State Treasurer,,GRN,JOSEPH CIVETTINI,9,9,0,0
Greene,0053 3rd N Campbell A,Attorney General,,REP,ERIC SCHMITT,830,830,0,0
Greene,0053 3rd N Campbell A,Attorney General,,DEM,RICH FINNERAN,263,263,0,0
Greene,0053 3rd N Campbell A,Attorney General,,LIB,KEVIN C BABCOCK,45,45,0,0
Greene,0053 3rd N Campbell A,U.S. House,7,REP,BILLY LONG,761,761,0,0
Greene,0053 3rd N Campbell A,U.S. House,7,DEM,TERESA MONTSENY,302,302,0,0
Greene,0053 3rd N Campbell A,U.S. House,7,LIB,KEVIN CRAIG,68,68,0,0
Greene,0053 3rd N Campbell A,State House,131,REP,BILL OWEN,809,809,0,0
Greene,0053 3rd N Campbell A,State House,131,DEM,ALLISON SCHOOLCRAFT,323,323,0,0
Greene,0053 3rd N Campbell A,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,832,832,0,0
Greene,0053 3rd N Campbell A,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,294,294,0,0
Greene,0053 3rd N Campbell A,SHERIFF GREENE,,REP,JIM C ARNOTT,1021,1021,0,0
Greene,0053 3rd N Campbell A,ASSESSOR GREENE,,REP,BRENT JOHNSON,1031,1031,0,0
Greene,0053 3rd N Campbell A,TREASURER GREENE,,REP,JUSTIN HILL,1034,1034,0,0
Greene,0053 3rd N Campbell A,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1016,1016,0,0
Greene,0053 3rd N Campbell A,Constitutional Amendment No. 1,,,Yes,565,565,0,0
Greene,0053 3rd N Campbell A,Constitutional Amendment No. 1,,,No.,550,550,0,0
Greene,0053 3rd N Campbell A,Constitutional Amendment No. 3,,,Yes,614,614,0,0
Greene,0053 3rd N Campbell A,Constitutional Amendment No. 3,,,No.,501,501,0,0
Greene,0053 3rd N Campbell A,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,797,797,0,0
Greene,0053 3rd N Campbell A,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,226,226,0,0
Greene,0053 3rd N Campbell A,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,806,806,0,0
Greene,0053 3rd N Campbell A,"Court of Appeals Judge, Southern District - Gary W.",,,No.,214,214,0,0
Greene,0053 3rd N Campbell A,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,743,743,0,0
Greene,0053 3rd N Campbell A,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,275,275,0,0
Greene,0053 3rd N Campbell A,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,788,788,0,0
Greene,0053 3rd N Campbell A,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,227,227,0,0
Greene,0053 3rd N Campbell A,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,762,762,0,0
Greene,0053 3rd N Campbell A,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,255,255,0,0
Greene,0053 3rd N Campbell A,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,771,771,0,0
Greene,0054 Cass,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,597,597,0,0
Greene,0054 Cass,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,115,115,0,0
Greene,0054 Cass,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,5,5,0,0
Greene,0054 Cass,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,0,0,0,0
Greene,0054 Cass,President,,CST,DON BLANKENSHIP WILLIAM MOHR,0,0,0,0
Greene,0054 Cass,Governor,,REP,MIKE PARSON,582,582,0,0
Greene,0054 Cass,Governor,,DEM,NICOLE GALLOWAY,110,110,0,0
Greene,0054 Cass,Governor,,LIB,RIK COMBS,18,18,0,0
Greene,0054 Cass,Governor,,GRN,JEROME HOWARD BAUER,2,2,0,0
Greene,0054 Cass,Lieutenant Governor,,REP,MIKE KEHOE,585,585,0,0
Greene,0054 Cass,Lieutenant Governor,,DEM,ALISSIA CANADY,101,101,0,0
Greene,0054 Cass,Lieutenant Governor,,LIB,BILL SLANTZ,11,11,0,0
Greene,0054 Cass,Lieutenant Governor,,GRN,KELLEY DRAGOO,5,5,0,0
Greene,0054 Cass,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,596,596,0,0
Greene,0054 Cass,Secretary of State,,DEM,YINKA FALETI,91,91,0,0
Greene,0054 Cass,Secretary of State,,LIB,CARL HERMAN FREESE,10,10,0,0
Greene,0054 Cass,Secretary of State,,GRN,PAUL LEHMANN,4,4,0,0
Greene,0054 Cass,Secretary of State,,CST,PAUL VENABLE,4,4,0,0
Greene,0054 Cass,State Treasurer,,REP,SCOTT FITZPATRICK,588,588,0,0
Greene,0054 Cass,State Treasurer,,DEM,VICKI LORENZ ENGLUND,96,96,0,0
Greene,0054 Cass,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,11,11,0,0
Greene,0054 Cass,State Treasurer,,GRN,JOSEPH CIVETTINI,2,2,0,0
Greene,0054 Cass,Attorney General,,REP,ERIC SCHMITT,586,586,0,0
Greene,0054 Cass,Attorney General,,DEM,RICH FINNERAN,91,91,0,0
Greene,0054 Cass,Attorney General,,LIB,KEVIN C BABCOCK,19,19,0,0
Greene,0054 Cass,U.S. House,7,REP,BILLY LONG,555,555,0,0
Greene,0054 Cass,U.S. House,7,DEM,TERESA MONTSENY,112,112,0,0
Greene,0054 Cass,U.S. House,7,LIB,KEVIN CRAIG,34,34,0,0
Greene,0054 Cass,State House,130,REP,BISHOP DAVIDSON,590,590,0,0
Greene,0054 Cass,State House,130,DEM,DAVE GRAGG,108,108,0,0
Greene,0054 Cass,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,592,592,0,0
Greene,0054 Cass,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,98,98,0,0
Greene,0054 Cass,SHERIFF GREENE,,REP,JIM C ARNOTT,653,653,0,0
Greene,0054 Cass,ASSESSOR GREENE,,REP,BRENT JOHNSON,661,661,0,0
Greene,0054 Cass,TREASURER GREENE,,REP,JUSTIN HILL,658,658,0,0
Greene,0054 Cass,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,645,645,0,0
Greene,0054 Cass,Constitutional Amendment No. 1,,,Yes,370,370,0,0
Greene,0054 Cass,Constitutional Amendment No. 1,,,No.,320,320,0,0
Greene,0054 Cass,Constitutional Amendment No. 3,,,Yes,432,432,0,0
Greene,0054 Cass,Constitutional Amendment No. 3,,,No.,270,270,0,0
Greene,0054 Cass,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,469,469,0,0
Greene,0054 Cass,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,154,154,0,0
Greene,0054 Cass,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,499,499,0,0
Greene,0054 Cass,"Court of Appeals Judge, Southern District - Gary W.",,,No.,126,126,0,0
Greene,0054 Cass,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,460,460,0,0
Greene,0054 Cass,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,168,168,0,0
Greene,0054 Cass,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,477,477,0,0
Greene,0054 Cass,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,146,146,0,0
Greene,0054 Cass,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,488,488,0,0
Greene,0054 Cass,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,143,143,0,0
Greene,0054 Cass,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,482,482,0,0
Greene,0055 1st Center,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,1368,1368,0,0
Greene,0055 1st Center,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,367,367,0,0
